Month	Date	Status	Title	Platform(s)	Genre(s)	Publisher(s)
Dec	15/12/2011		Grand Theft Auto III 10 Year Anniversary Edition	iOS, Droid		
Dec	15/12/2011		Sonic CD	iOS		
Dec	16/12/2011		Fire Emblem: The Sacred Stones	3DSVC		
Dec	16/12/2011		Metroid Fusion	3DSVC		
Dec	16/12/2011		Satazius	Win		
Dec	16/12/2011		Wario Land 4	3DSVC		
Dec	17/12/2011		Jurassic Park: The Game - Episode 2: The Cavalry	iOS		
Dec	19/12/2011		Metal Dead	Win		
Dec	20/12/2011		Postal III	Win		
Dec	20/12/2011		Star Wars: The Old Republic	Win		
Dec	20/12/2011		Trine 2	PSN		
Dec	21/12/2011		LostWinds	iOS		
Dec	21/12/2011		Mega Man X	iOS		
Dec	21/12/2011		Trine 2	XBLA		
Dec	22/12/2011		Mighty Switch Force!	3DS		
Dec	27/12/2011		All Zombies Must Die!	PSN		
Dec	27/12/2011		Oddworld: Stranger's Wrath HD	PSN		
Dec	29/12/2011		VVVVVV	3DS		
Jan	04/01/2012		Katawa Shoujo	Win		
Jan	04/01/2012		NFL Blitz	PSN, XBLA		
Jan	06/01/2012		Q.U.B.E.	Win		
Jan	10/01/2012		Choplifter HD	Win		
Jan	10/01/2012		Crazy Machine Elements	PSN		
Jan	10/01/2012		Mecho Wars	PSN		
Jan	11/01/2012		Amy	XBLA		
Jan	12/01/2012		Run Roo Run	iOS		
Jan	12/01/2012		Zen Pinball 3D	3DS		
Jan	17/01/2012		Amy	PSN		
Jan	17/01/2012		Dustforce	Win		
Jan	17/01/2012		Zack Zero	PS3		
Jan	18/01/2012		Caverns of Minos	iOS		
Jan	18/01/2012		Haunt	XBLA		
Jan	18/01/2012		Scarygirl	PSN, Win, XBLA		
Jan	19/01/2012		Sonic the Hedgehog 4: Episode I	Win		
Jan	19/01/2012		Sonic the Hedgehog CD	Win		
Jan	22/01/2012		Jurassic Park: The Game - Episode 3: The Depths	iOS		
Jan	25/01/2012		Oil Rush	Win, Lin, Mac		
Jan	25/01/2012		Puddle	XBLA		
Jan	25/01/2012		SOL: Exodus	Win		
Jan	26/01/2012		Dead Block	Win		
Jan	26/01/2012		Mutant Mudds	3DS		
Jan	26/01/2012		Tropico 3: Gold Edition	Mac		
Jan	27/01/2012		King Arthur II: The Role-playing Wargame	Win		
Jan	30/01/2012		Call of Cthulhu: The Wasted Land	iOS		
Jan	31/01/2012		Puddle	PSN		
Jan	31/01/2012		Final Fantasy XIII-2	PS3, X360		
Jan	31/01/2012		NeverDead	PS3, X360		
Jan	31/01/2012		Soulcalibur V	PS3, X360		
Feb	01/02/2012		Double Fine Happy Action Theater	X360		
Feb	02/02/2012		Ghost Trick: Phantom Detective	iOS		
Feb	02/02/2012		Mortal Kombat: Arcade Kollection	Win		
Feb	02/02/2012		PixelJunk Eden	Win		
Feb	02/02/2012		Sakura Samurai: Art of the Sword	3DS		
Feb	03/02/2012		The Simpsons Arcade Game	XBLA		
Feb	07/02/2012		The Darkness II	Win, PS3, X360		
Feb	07/02/2012		Gotham City Impostors	Win, PSN		
Feb	07/02/2012		Jak and Daxter Collection	PS3		
Feb	07/02/2012		Kingdoms of Amalur: Reckoning	Win, PS3, X360		
Feb	07/02/2012		Resident Evil: Revelations	3DS		
Feb	07/02/2012		Shank 2	Win, PSN		
Feb	07/02/2012		The House of the Dead III	PSN		
Feb	07/02/2012		The Simpsons Arcade Game	PSN		
Feb	08/02/2012		Gotham City Impostors	XBLA		
Feb	08/02/2012		Shank 2	XBLA		
Feb	09/02/2012		Jagged Alliance: Back in Action	Win		
Feb	10/02/2012		Dariusburst Second Prologue	iOS		
Feb	13/02/2012		Rhythm Heaven Fever	Wii		
Feb	14/02/2012		BlazBlue: Continuum Shift Extend	PS3, X360, PSVita		
Feb	14/02/2012		Crusader Kings II	Win		
Feb	14/02/2012		Grand Slam Tennis 2	PS3, X360		
Feb	14/02/2012		Mario & Sonic at the London 2012 Olympic Games	3DS		
Feb	14/02/2012		Tales of the Abyss	3DS		
Feb	14/02/2012		Tekken 3D: Prime Edition	3DS		
Feb	14/02/2012		Twisted Metal	PS3		
Feb	14/02/2012		UFC Undisputed 3	PS3, X360		
Feb	14/02/2012		Worms Ultimate Mayhem	PSN		
Feb	15/02/2012		Asphalt: Injection	PSVita		
Feb	15/02/2012		Dear Esther	Win, Mac		
Feb	15/02/2012		F1 2011	PSVita		
Feb	15/02/2012		Little Deviants	PSVita		
Feb	15/02/2012		Michael Jackson: The Experience	PSVita		
Feb	15/02/2012		Rayman Origins	PSVita		
Feb	15/02/2012		Uncharted: Golden Abyss	PSVita		
Feb	15/02/2012		Warp	XBLA		
Feb	16/02/2012		Alan Wake	Win		
Feb	16/02/2012		Beat Sneak Bandit	iOS		
Feb	17/02/2012		ZiGGURAT	iOS		
Feb	21/02/2012		Asura's Wrath	PS3, X360		
Feb	21/02/2012		Cliff Diving	PSVita		
Feb	21/02/2012		Metal Gear Solid: Snake Eater 3D	3DS		
Feb	21/02/2012		Syndicate	Win, PS3, X360		
Feb	21/02/2012		Tales from Space: Mutant Blobs Attack	PSVita		
Feb	21/02/2012		WWE WrestleFest	iOS		
Feb	21/02/2012		Zuma's Revenge!	NDS		
Feb	22/02/2012		Alan Wake's American Nightmare	XBLA		
Feb	22/02/2012		Army Corps of Hell	PSVita		
Feb	22/02/2012		Ben 10: Galactic Racing	PSVita		
Feb	22/02/2012		Dillon's Rolling Western	3DS		
Feb	22/02/2012		Dungeon Hunter: Alliance	PSVita		
Feb	22/02/2012		Dynasty Warriors Next	PSVita		
Feb	22/02/2012		Escape Plan	PSVita		
Feb	22/02/2012		Hot Shots Golf: World Invitational	PSVita		
Feb	22/02/2012		FIFA Football	PSVita		
Feb	22/02/2012		Hustle Kings	PSVita		
Feb	22/02/2012		Lumines: Electronic Symphony	PSVita		
Feb	22/02/2012		ModNation Racers: Road Trip	PSVita		
Feb	22/02/2012		Ninja Gaiden Sigma Plus	PSVita		
Feb	22/02/2012		Plants vs. Zombies	PSVita		
Feb	22/02/2012		Shinobido 2: Revenge of Zen	PSVita		
Feb	22/02/2012		Super Stardust Delta	PSVita		
Feb	22/02/2012		Touch My Katamari	PSVita		
Feb	22/02/2012		Ultimate Marvel vs. Capcom 3	PSVita		
Feb	22/02/2012		Virtua Tennis 4: World Tour Edition	PSVita		
Feb	22/02/2012		Wipeout 2048	PSVita		
Feb	23/02/2012		Wargame: European Escalation	Win		
Feb	24/02/2012		Gridrunner iOS	iOS		
Feb	27/02/2012		PokéPark 2: Wonders Beyond	Wii		
Feb	27/02/2012		Zombies, Run!	iOS		
Feb	28/02/2012		Auditorium	Win, Mac		
Feb	28/02/2012		Binary Domain	PS3, X360		
Feb	28/02/2012		Hyperdimension Neptunia Mk2	PS3		
Feb	28/02/2012		Mortal Kombat: Komplete Edition	PS3, X360		
Feb	28/02/2012		Primal	PSN		
Feb	28/02/2012		Shin Megami Tensei: Devil Survivor 2	NDS		
Feb	28/02/2012		SSX	PS3, X360		
Feb	29/02/2012		Microsoft Flight	Win		
Feb	29/02/2012		Nexuiz	XBLA		
Feb	29/02/2012		Prince of Persia Classic	iOS		
Feb	29/02/2012		Wakfu	Win, Lin, Mac		
Mar	01/03/2012		Deep Black: Reloaded	Win		
Mar	01/03/2012		The Simpsons: Tapped Out	iOS		
Mar	01/03/2012		Vessel	Win		
Mar	06/03/2012		Blades of Time	PS3, X360		
Mar	06/03/2012		Crush 3D	3DS		
Mar	06/03/2012		Lego Harry Potter: Years 5–7	PSVita		
Mar	06/03/2012		Major League Baseball 2K12	Win, PS3, X360, Wii, PS2, PSP, NDS		
Mar	06/03/2012		Mass Effect 3	Win, PS3, X360		
Mar	06/03/2012		Mass Effect Infiltrator	iOS, Droid		
Mar	06/03/2012		MLB 12: The Show	PS3, PSVita		
Mar	06/03/2012		MotorStorm: RC	PS3, PSVita		
Mar	06/03/2012		Nicktoons MLB 3D	3DS		
Mar	06/03/2012		The Sims 3: Showtime	Win, Mac		
Mar	06/03/2012		Stacking	Win		
Mar	06/03/2012		Street Fighter X Tekken	PS3, X360		
Mar	06/03/2012		Top Gun: Hard Lock	PS3, Win, X360		
Mar	06/03/2012		Unit 13	PSVita		
Mar	07/03/2012		I Am Alive	XBLA		
Mar	08/03/2012		Fun! Fun! Minigolf TOUCH!	3DS		
Mar	11/03/2012		Mario Party 9	Wii		
Mar	13/03/2012		Birds of Steel	PS3, X360		
Mar	13/03/2012		FIFA Street	PS3, X360		
Mar	13/03/2012		Journey	PSN		
Mar	13/03/2012		Naruto Shippuden: Ultimate Ninja Storm Generations	PS3, X360		
Mar	13/03/2012		Reality Fighters	PSVita		
Mar	13/03/2012		Ridge Racer	PSVita		
Mar	13/03/2012		Shoot Many Robots	PSN		
Mar	13/03/2012		Silent Hill: Downpour	PS3, X360		
Mar	13/03/2012		Tales of Graces ƒ	PS3		
Mar	13/03/2012		Warp	Win, PSN		
Mar	13/03/2012		Yakuza: Dead Souls	PS3		
Mar	14/03/2012		Defenders of Ardania	XBLA, Win		
Mar	14/03/2012		Shoot Many Robots	XBLA		
Mar	15/03/2012		Chaos Rings II	iOS		
Mar	15/03/2012		Dungeon Defenders	Mac		
Mar	15/03/2012		RPG Maker VX Ace	Win		
Mar	19/03/2012		Ys: The Oath in Felghana	Win		
Mar	20/03/2012		Armored Core V	PS3, X360		
Mar	20/03/2012		Kinect Rush: A Disney-Pixar Adventure	X360		
Mar	20/03/2012		Ninja Gaiden 3	PS3, X360		
Mar	20/03/2012		Resident Evil: Operation Raccoon City	PS3, X360		
Mar	20/03/2012		Silent Hill HD Collection	PS3, X360		
Mar	20/03/2012		Sumioni: Demon Arts	PSVita		
Mar	20/03/2012		Warriors Orochi 3	PS3		
Mar	21/03/2012		Mutant Storm Reloaded	Win		
Mar	21/03/2012		Sine Mora	XBLA		
Mar	22/03/2012		Angry Birds Space	Win, Mac, iOS		
Mar	23/03/2012		Kid Icarus: Uprising	3DS		
Mar	23/03/2012		Rayman 3 HD	PSN, XBLA		
Mar	23/03/2012		Total War: Shogun 2 – Fall of the Samurai	Win		
Mar	27/03/2012		Capcom Digital Collection	X360		
Mar	27/03/2012		Closure	PSN		
Mar	27/03/2012		Country Dance All Stars	X360		
Mar	27/03/2012		Gettysburg: Armored Warfare	Win		
Mar	27/03/2012		Ridge Racer Unbounded	Win, PS3, X360		
Mar	27/03/2012		Supremacy MMA: Unrestricted	PSVita		
Mar	27/03/2012		Temple Run	Droid		
Mar	27/03/2012		Tiger Woods PGA Tour 13	PS3, X360		
Mar	27/03/2012		Tropico 4: Modern Times	X360		
Mar	27/03/2012		Warriors Orochi 3	X360		
Mar	28/03/2012		Wrecked: Revenge Revisited	PSN, XBLA		
Mar	29/03/2012		BioShock 2	Mac		
Mar	29/03/2012		Pac-Man Games	iOS		
Mar	29/03/2012		Rayman Origins	Win		
Mar	29/03/2012		Rinth Island	iOS		
Mar	30/03/2012		South Park: Tenorman's Revenge	XBLA		
Mar	31/03/2012		Trine 2	Lin		
Apr	03/04/2012		Blacklight: Retribution	Win		
Apr	03/04/2012		Canabalt	PSP		
Apr	03/04/2012		Devil May Cry: HD Collection	PS3, X360		
Apr	03/04/2012		I Am Alive	PSN		
Apr	03/04/2012		Kinect Star Wars	X360		
Apr	04/04/2012		Diabolical Pitch	XBLA		
Apr	04/04/2012		The Pinball Arcade	XBLA		
Apr	05/04/2012		Bug Princess 2	iOS		
Apr	05/04/2012		Colors! 3D	3DS		
Apr	05/04/2012		Confrontation	Win		
Apr	05/04/2012		Saturday Morning RPG	iOS		
Apr	06/04/2012		Anomaly: Warzone Earth	XBLA		
Apr	06/04/2012		Shoot Many Robots	Win		
Apr	06/04/2012		Xenoblade Chronicles	Wii		
Apr	10/04/2012		Naval War: Arctic Circle	Win		
Apr	10/04/2012		Skullgirls	PSN		
Apr	10/04/2012		The Pinball Arcade	PS3, PSVita		
Apr	10/04/2012		Treasures Of Montezuma: Blitz	PSVita		
Apr	10/04/2012		World Gone Sour	PSN		
Apr	11/04/2012		Avernum: Escape from the Pit	Win		
Apr	11/04/2012		Burnout Crash!	iOS		
Apr	11/04/2012		Legend of Grimrock	Win		
Apr	11/04/2012		Skullgirls	XBLA		
Apr	11/04/2012		The Splatters	XBLA		
Apr	11/04/2012		World Gone Sour	XBLA		
Apr	12/04/2012		Ketzal's Corridors	3DS		
Apr	12/04/2012		Max Payne Mobile	iOS		
Apr	12/04/2012		Men of War: Condemned Heroes	Win		
Apr	12/04/2012		Tribes: Ascend	Win		
Apr	13/04/2012		Fez	XBLA		
Apr	13/04/2012		Spirit Camera: The Cursed Memoir	3DS		
Apr	15/04/2012		SCP: Containment Breach	Win		
Apr	16/04/2012		Superbrothers: Sword & Sworcery EP	Win		
Apr	17/04/2012		Disgaea 3: Absence of Detention	PSVita		
Apr	17/04/2012		The House of the Dead 4	PSN		
Apr	17/04/2012		Insanely Twisted Shadow Planet	Win		
Apr	17/04/2012		Radiant Defense	iOS		
Apr	17/04/2012		StarDrone Extreme	PSVita		
Apr	17/04/2012		The Witcher 2: Assassins of Kings Enhanced Edition	X360		
Apr	18/04/2012		Super Monday Night Combat	Win		
Apr	18/04/2012		Trials Evolution	XBLA		
Apr	19/04/2012		3D Classics: Kid Icarus	3DS		
Apr	20/04/2012		Blades of Time	Win, Mac		
Apr	20/04/2012		The Darkness II	Mac		
Apr	23/04/2012		Lone Survivor	Win		
Apr	23/04/2012		Serious Sam 3: BFE	Mac		
Apr	24/04/2012		Darkstalkers 3	PSN		
Apr	24/04/2012		Prototype 2	PS3, X360		
Apr	24/04/2012		Shifting World	3DS		
Apr	24/04/2012		UEFA Euro 2012	Win, PS3, X360		
Apr	25/04/2012		Bloodforge	XBLA		
Apr	25/04/2012		Marvel vs. Capcom 2: New Age of Heroes	iOS		
Apr	25/04/2012		The Walking Dead: Episode 1 – A New Day	Win, PSN, Mac		
Apr	26/04/2012		Deus Ex: Human Revolution Ultimate Edition	Mac		
Apr	26/04/2012		Scarface	iOS		
Apr	27/04/2012		Binary Domain	Win		
Apr	27/04/2012		Risen 2: Dark Waters	Win		
Apr	27/04/2012		The Walking Dead: Episode 1 – A New Day	XBLA		
May	01/05/2012		Doc Clock: The Toasted Sandwich of Time	PSN		
May	01/05/2012		TERA	Win		
May	01/05/2012		Sniper Elite V2	Win, PS3, X360		
May	01/05/2012		The Legend of Dragoon	PSN		
May	01/05/2012		Mortal Kombat: Komplete Edition	PSVita		
May	02/05/2012		Fable Heroes	XBLA		
May	03/05/2012		Nexuiz	Win		
May	04/05/2012		Port Royale 3: Pirates & Merchants	Win		
May	08/05/2012		Starhawk	PS3		
May	08/05/2012		Tomb of the Lost Queen	Win, Mac		
May	09/05/2012		LostWinds 2: Winter of the Melodias	iOS		
May	09/05/2012		Minecraft	XBLA		
May	10/05/2012		N.O.V.A. 3	iOS		
May	11/05/2012		Street Fighter X Tekken	Win		
May	13/05/2012		Soul Sacrifice	PSVita		
May	15/05/2012		Akai Katana	X360		
May	15/05/2012		Battleship	PS3, X360, NDS, 3DS		
May	15/05/2012		Diablo III	Win, Mac		
May	15/05/2012		Game of Thrones	Win, PS3, X360		
May	15/05/2012		Max Payne 3	PS3, X360		
May	15/05/2012		PixelJunk 4am	PSN		
May	15/05/2012		Sonic the Hedgehog 4: Episode II	Win, PSN		
May	16/05/2012		Sonic the Hedgehog 4: Episode II	XBLA		
May	17/05/2012		Sonic the Hedgehog 4: Episode II	iOS		
May	18/05/2012		Dragon's Lair	XBLA		
May	18/05/2012		Resident Evil: Operation Raccoon City	Win		
May	20/05/2012		Mario Tennis Open	3DS		
May	22/05/2012		Alan Wake's American Nightmare	Win		
May	22/05/2012		Dragon's Dogma	PS3, X360		
May	22/05/2012		MIB: Alien Crisis	PS3, X360, Wii		
May	22/05/2012		Sorcery	PS3		
May	22/05/2012		Table Top Tanks	PSVita		
May	22/05/2012		Tom Clancy's Ghost Recon: Future Soldier	PS3, X360		
May	23/05/2012		Dirt: Showdown	Win		
May	23/05/2012		Joy Ride Turbo	XBLA		
May	23/05/2012		Doctor Who: The Eternity Clock	PSN		
May	24/05/2012		Pastry Panic	iOS		
May	24/05/2012		Virtua Tennis Challenge	iOS		
May	26/05/2012		Plague Inc.	iOS		
May	27/05/2012		Deer Drive Legends	3DS		
May	28/05/2012		The Binding of Isaac: Wrath of the Lamb	Win, Mac		
May	29/05/2012		Atelier Meruru: The Apprentice of Arland	PS3		
May	29/05/2012		Mad Riders	PSN		
May	29/05/2012		Resistance: Burning Skies	PSVita		
May	29/05/2012		Ys Origin	Win		
May	30/05/2012		Mad Riders	Win, XBLA		
May	31/05/2012		Fortune Street Smart	iOS		
Jun	01/06/2012		Home	Win		
Jun	01/06/2012		Max Payne 3	Win		
Jun	02/06/2012		Long Live the Queen	Win		
Jun	04/06/2012		Madagascar: Join the Circus!	iOS		
Jun	05/06/2012		Inversion	PS3, X360		
Jun	05/06/2012		Madagascar 3: The Video Game	3DS, NDS, PS3, Wii, X360		
Jun	06/06/2012		Bang Bang Racing	XBLA		
Jun	07/06/2012		Art of Balance Touch!	3DS		
Jun	08/06/2012		Bang Bang Racing	Win		
Jun	10/06/2012		Pikmin 2	Wii		
Jun	12/06/2012		Dirt: Showdown	PS3, X360		
Jun	12/06/2012		Gravity Rush	PSVita		
Jun	12/06/2012		Metal Gear Solid HD Collection	PSVita		
Jun	12/06/2012		Gungnir	PSP		
Jun	12/06/2012		Lollipop Chainsaw	PS3, X360		
Jun	12/06/2012		Order Up!!	3DS		
Jun	12/06/2012		Sins of a Solar Empire: Rebellion	Win		
Jun	13/06/2012		Doctor Who: The Eternity Clock	PSVita		
Jun	14/06/2012		Pocket Planes	iOS		
Jun	17/06/2012		Heroes of Ruin	3DS		
Jun	18/06/2012		Pokémon Conquest	NDS		
Jun	19/06/2012		Brave	Win, PS3, X360, Wii, PSVita, NDS, 3DS		
Jun	19/06/2012		Civilization V: Gods & Kings	Win, Mac		
Jun	19/06/2012		Lego Batman 2: DC Super Heroes	Win, PS3, X360, Wii, PSVita, 3DS		
Jun	19/06/2012		Magicka: The Other Side of the Coin	Win		
Jun	19/06/2012		Steel Battalion: Heavy Armor	X360		
Jun	19/06/2012		Tomba!	PSN		
Jun	20/06/2012		Magic: The Gathering – Duels of the Planeswalkers 2013	Win, PSN, XBLA, iOS		
Jun	21/06/2012		Asphalt 7: Heat	iOS		
Jun	21/06/2012		Quantum Conundrum	Win		
Jun	21/06/2012		Sliterlink by Nikoli	3DS		
Jun	22/06/2012		RayStorm	iOS		
Jun	25/06/2012		Asphalt 7: Heat	Droid		
Jun	25/06/2012		Penny Arcade Adventures - Episode 3	Win, Mac		
Jun	26/06/2012		The Amazing Spider-Man	NDS, PS3, X360, Wii, 3DS		
Jun	26/06/2012		Just Dance: Best Of	X360, Wii		
Jun	26/06/2012		London 2012	Win, PS3, X360		
Jun	26/06/2012		Resident Evil: The Umbrella Chronicles	PSN		
Jun	26/06/2012		Spec Ops: The Line	Win, PS3, X360		
Jun	26/06/2012		Tom Clancy's Ghost Recon: Future Soldier	Win		
Jun	26/06/2012		Unchained Blades	PSP		
Jun	27/06/2012		Record of Agarest War 2	PS3		
Jun	27/06/2012		The Walking Dead: Episode 2 – Starved for Help	Win, Mac, PSN, XBLA, iOS		
Jun	27/06/2012		Final Fantasy III	Droid		
Jun	28/06/2012		The Amazing Spider-Man	Droid, iOS		
Jun	28/06/2012		Where's My Perry?	iOS		
Jun	29/06/2012		Mini Ninjas Adventures	XBLA		
Jul	03/07/2012		Feed Me Oil	Droid		
Jul	03/07/2012		Test Drive: Ferrari Racing Legends	PS3, X360		
Jul	03/07/2012		The Secret World	Win		
Jul	03/07/2012		Theatrhythm Final Fantasy	3DS		
Jul	04/07/2012		Spelunky	XBLA		
Jul	10/07/2012		Frogger: Hyper Arcade Edition	PSN		
Jul	10/07/2012		NCAA Football 13	PS3, X360		
Jul	10/07/2012		Quantum Conundrum	PSN		
Jul	10/07/2012		Rainbow Moon	PSN		
Jul	10/07/2012		Rhythm Thief & the Emperor’s Treasure	3DS		
Jul	10/07/2012		Summer Stars 2012	PS3, Wii		
Jul	11/07/2012		Quantum Conundrum	XBLA		
Jul	12/07/2012		AFL Live: Game of the Year Edition	Win, PS3, X360		
Jul	12/07/2012		Amazing Alex	Droid, iOS		
Jul	12/07/2012		Metal Slug 3	iOS		
Jul	12/07/2012		Tiny Wings 2	iOS		
Jul	13/07/2012		La-Mulana	Win		
Jul	17/07/2012		Heroes of Ruin	3DS		
Jul	17/07/2012		Dyad	PSN		
Jul	18/07/2012		Tony Hawk's Pro Skater HD	XBLA		
Jul	19/07/2012		Fieldrunners 2	iOS		
Jul	23/07/2012		Jurassic Park Builder	iOS		
Jul	24/07/2012		Malicious	PS3		
Jul	24/07/2012		Prototype 2	Win		
Jul	24/07/2012		Puddle	PSVita		
Jul	25/07/2012		Wreckateer	XBLA		
Jul	26/07/2012		SolaRola	iOS		
Jul	26/07/2012		The Walking Dead: Episode 1 - A New Day	iOS		
Jul	27/07/2012		Inversion	Win		
Jul	28/07/2012		Warsow	Win, Mac, Lin		
Jul	30/07/2012		Orcs Must Die! 2	Win		
Jul	30/07/2012		The Undead Syndrome	XBLA		
Jul	31/07/2012		Kingdom Hearts 3D: Dream Drop Distance	3DS		
Jul	31/07/2012		Risen 2: Dark Waters	PS3, X360		
Jul	31/07/2012		Growlanser Wayfarer of Time	PSP		
Jul	31/07/2012		War of the Monsters	PSN		
Aug	01/08/2012		Deadlight	XBLA		
Aug	03/08/2012		Ghostbusters: Paranormal Blast	iOS		
Aug	07/08/2012		Babel Rising	Win		
Aug	07/08/2012		Persona 4 Arena	PS3, X360		
Aug	07/08/2012		Sound Shapes	PSN		
Aug	08/08/2012		Hybrid	XBLA		
Aug	09/08/2012		Chimpact	iOS		
Aug	09/08/2012		Unmechanical	Win		
Aug	10/08/2012		The Amazing Spider-Man	Win		
Aug	13/08/2012		Sanctum	Mac		
Aug	13/08/2012		Iron Brigade	Win		
Aug	14/08/2012		Darksiders II	Win, PS3, X360		
Aug	14/08/2012		The Last Story	Wii		
Aug	14/08/2012		Papo & Yo	PSN		
Aug	14/08/2012		Sleeping Dogs	Win, PS3, X360		
Aug	15/08/2012		Dust: An Elysian Tail	XBLA		
Aug	15/08/2012		Tales from Space: Mutant Blobs Attack	Win		
Aug	19/08/2012		New Super Mario Bros. 2	3DS		
Aug	21/08/2012		Counter-Strike: Global Offensive	Win, PSN, XBLA, Mac		
Aug	21/08/2012		The Expendables 2 Video game	Win, PSN, XBLA		
Aug	21/08/2012		Jojo's Bizarre Adventure HD	PSN		
Aug	21/08/2012		Legasista	PSN		
Aug	21/08/2012		Retro/Grade	PSN		
Aug	21/08/2012		Transformers: Fall of Cybertron	Win, PS3, X360		
Aug	21/08/2012		Way of the Samurai 4	PSN		
Aug	22/08/2012		Jojo's Bizarre Adventure HD	XBLA		
Aug	23/08/2012		Abyss	DSiWare		
Aug	24/08/2012		Dark Souls: Prepare to Die Edition	Win		
Aug	27/08/2012		The World Ends with You	iOS		
Aug	28/08/2012		God of War Saga	PS3		
Aug	28/08/2012		Guild Wars 2	Win		
Aug	28/08/2012		Madden NFL 13	PS3, X360, Wii, PSVita		
Aug	28/08/2012		Psychonauts	PS3		
Aug	28/08/2012		Ratchet & Clank Collection	PS3		
Aug	28/08/2012		Rock Band Blitz	PSN		
Aug	28/08/2012		Tony Hawk's Pro Skater HD	PSN		
Aug	28/08/2012		The Walking Dead: Episode 3 – Long Road Ahead	PSN		
Aug	29/08/2012		Bastion	iOS		
Aug	29/08/2012		Rock Band Blitz	XBLA		
Aug	29/08/2012		The Walking Dead: Episode 3 – Long Road Ahead	Win, XBLA		
Aug	30/08/2012		Mutant Mudds	Win		
Aug	30/08/2012		Snapshot	Win		
Aug	31/08/2012		Cypher	Win, Mac		
Aug	31/08/2012		Final Fantasy Dimensions	iOS, Droid		
Aug	31/08/2012		Super Hexagon	iOS		
Sep	03/09/2012		Sacred Gold[3]	Lin		
Sep	04/09/2012		The Sims 3: Supernatural	Win, Mac		
Sep	04/09/2012		Zen Pinball 2	PSN		
Sep	05/09/2012		Kung Fu Strike: The Warrior's Rise	XBLA		
Sep	06/09/2012		Trine 2: Goblin Menace	Win, Mac		
Sep	06/09/2012		I Am Alive	Win		
Sep	07/09/2012		Closure	Win, Mac		
Sep	07/09/2012		Mark of the Ninja	XBLA		
Sep	11/09/2012		Anomaly: Warzone Earth	PSN		
Sep	11/09/2012		Critter Crunch	Win		
Sep	11/09/2012		Double Dragon Neon	PSN		
Sep	11/09/2012		Finding Nemo: Escape to the Big Blue Special Edition	3DS		
Sep	11/09/2012		NBA Baller Beats	X360		
Sep	11/09/2012		NHL 13	PS3, X360		
Sep	11/09/2012		Tekken Tag Tournament 2	PS3, X360		
Sep	12/09/2012		Double Dragon Neon	XBLA		
Sep	13/09/2012		Prince of Persia Classic	Droid		
Sep	13/09/2012		Fractured Soul	3DS		
Sep	14/09/2012		Black Mesa	Win		
Sep	14/09/2012		Disney Princess: My Fairytale Adventure	3DS, Wii, Win		
Sep	14/09/2012		FTL: Faster Than Light	Win, Lin, Mac		
Sep	14/09/2012		Joe Danger 2: The Movie	XBLA		
Sep	16/09/2012		Kirby's Dream Collection: Special Edition	Wii		
Sep	18/09/2012		Borderlands 2	Win, PS3, X360		
Sep	18/09/2012		F1 2012	Win, PS3, X360		
Sep	18/09/2012		Hotel Transylvania	3DS, NDS		
Sep	18/09/2012		Jet Set Radio HD	PSN		
Sep	18/09/2012		Tony Hawk's Pro Skater HD	Win		
Sep	18/09/2012		Zuma's Revenge!	XBLA		
Sep	19/09/2012		Demons' Score	iOS, Droid		
Sep	19/09/2012		Jet Set Radio HD	Win, XBLA		
Sep	20/09/2012		La-Mulana	WiiWare		
Sep	20/09/2012		Rayman Jungle Run	iOS, Droid		
Sep	20/09/2012		Torchlight II	Win, Mac		
Sep	22/09/2012		Pocket Planes	Droid		
Sep	25/09/2012		Angry Birds Trilogy	X360, PS3, 3DS		
Sep	25/09/2012		Dead or Alive 5	PS3, X360		
Sep	25/09/2012		FIFA 13	Win, PS3, X360, Wii, PSVita, PSP, PS2, iOS		
Sep	25/09/2012		Final Fantasy III	PSP		
Sep	25/09/2012		Grand Theft Auto III	PSN		
Sep	25/09/2012		Hell Yeah! Wrath of the Dead Rabbit	PSN		
Sep	25/09/2012		Lalaloopsy: Carnival of Friends	3DS		
Sep	25/09/2012		LittleBigPlanet PS Vita	PSVita		
Sep	25/09/2012		Maison de Maou	XBLA		
Sep	25/09/2012		Marvel vs. Capcom Origins	PSN		
Sep	25/09/2012		One Piece: Pirate Warriors	PS3		
Sep	25/09/2012		Pro Evolution Soccer 2013	Win, PS3, X360		
Sep	25/09/2012		The Testament of Sherlock Holmes	Win, PS3, X360		
Sep	25/09/2012		Tokyo Jungle	PSN		
Sep	25/09/2012		World of Warcraft: Mists of Pandaria	Win, Mac		
Sep	25/09/2012		Yumby Toss	iOS		
Sep	26/09/2012		Castle Crashers	Win		
Sep	26/09/2012		Hell Yeah! Wrath of the Dead Rabbit	XBLA		
Sep	26/09/2012		Marvel vs. Capcom Origins	XBLA		
Sep	27/09/2012		Bad Piggies	iOS, Droid, Win, Mac		
Sep	27/09/2012		Ether Vapor Remaster	Win		
Sep	27/09/2012		Half-Minute Hero	Win		
Sep	27/09/2012		Super Monsters Ate My Condo	iOS		
Sep	27/09/2012		The Denpa Men: They Came By Wave	3DS		
Oct	01/10/2012		Art Academy: Lessons for Everyone!	3DS		
Oct	01/10/2012		Crosswords Plus	3DS		
Oct	02/10/2012		Carrier Command: Gaea Mission	Win, X360		
Oct	02/10/2012		NBA 2K13	Win, X360, PS3, PSP, Wii		
